DOM Element Count,Legislation Section URL,Chapter,Part,Divison,Subdivision
215,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158048,Chapter 8 Other matters relating to export,Part 3 Other matters,Division 4 Other matters,
216,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158049,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 4 Other matters,
217,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158050,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 1 General,
218,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158051,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 1 General,8 1  Person who must give notice of intention to export
219,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158052,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 1 General,8 2  Persons to whom notice of intention to export must be given
220,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158053,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 1 General,8 3  When notice of intention to export must be given
221,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158054,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 1 General,8 4  Changes requiring additional or corrected information
222,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158055,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 2 Approval of notice of intention to export consignment,
223,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158056,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 2 Approval of notice of intention to export consignment,Subdivision APrescribed livestock
224,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158057,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 2 Approval of notice of intention to export consignment,8 5  Approval of premises for pre export quarantine or isolation
225,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158058,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 2 Approval of notice of intention to export consignment,8 6  Approval of notice of intention to export consignment
226,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158059,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 2 Approval of notice of intention to export consignment,8 7  Notice of decision relating to approval of notice of intention to export consignment
227,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158060,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 2 Approval of notice of intention to export consignment,8 8  Variation of approved notice of intention to export consignment or conditions of approval
228,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158061,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 2 Approval of notice of intention to export consignment,8 9  Secretary may revoke approval of notice of intention to export consignment
229,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158062,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 2 Approval of notice of intention to export consignment,Subdivision BPrescribed live animals
230,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158063,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 2 Approval of notice of intention to export consignment,8 10  Approval of premises for pre export quarantine or isolation
231,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158064,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 2 Approval of notice of intention to export consignment,8 11  Approval of notice of intention to export consignment
232,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158065,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 2 Approval of notice of intention to export consignment,8 12  Notice of decision relating to approval of notice of intention to export consignment
233,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158066,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 2 Approval of notice of intention to export consignment,8 13  Variation of approved notice of intention to export consignment or conditions of approval
234,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158067,Chapter 8 Other matters relating to export,Part 1 Notices of intention to export,Division 2 Approval of notice of intention to export consignment,8 14  Secretary may revoke approval of notice of intention to export consignment
235,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158068,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 2 Approval of notice of intention to export consignment,
236,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158069,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 1 Marks that are official marks,
237,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158070,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 1 Marks that are official marks,8 15  Purpose of this Division
238,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158071,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 1 Marks that are official marks,8 16  Tolerances for dimensions of official marks
239,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158072,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 1 Marks that are official marks,8 17  Official marktamper indicative metal strap seal
240,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158073,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 1 Marks that are official marks,8 18  Official markbolt seal
241,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158074,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 1 Marks that are official marks,8 19  Official markcarton seal
242,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158075,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 1 Marks that are official marks,8 20  Official markAustralian Government
243,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158076,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 2 General rules relating to official marks,
244,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158077,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 2 General rules relating to official marks,8 21  Purpose and application of this Division
245,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158078,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 2 General rules relating to official marks,8 22  Meaning of applied
246,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158079,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 2 General rules relating to official marks,8 23  Persons who may manufacture official marks for prescribed livestock prescribed live animals or prescribed animal reproductive material
247,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158080,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 2 General rules relating to official marks,8 24  Persons who may possess official marks that have not been applied
248,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158081,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 2 General rules relating to official marks,8 25  Persons who may apply official marks to prescribed livestock prescribed live animals or prescribed animal reproductive material
249,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158082,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 2 General rules relating to official marks,8 26  Alteration of and interference with official marks
250,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158083,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 2 General rules relating to official marks,8 27  Official marks must be legible and securely applied
251,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158084,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 2 General rules relating to official marks,8 28  Security of official marks
252,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158085,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 2 General rules relating to official marks,8 29  Removal or defacement of official marks
253,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158086,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 2 General rules relating to official marks,8 30  Records of official marks manufactured
254,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158087,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 2 General rules relating to official marks,8 31  Records of official marks applied removed defaced destroyed or returned
255,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158088,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 3 Official marking devices,
256,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158089,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 3 Official marking devices,8 32  Purpose of this Division
257,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158090,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 3 Official marking devices,8 33  Persons who may manufacture or possess official marking devices
258,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158091,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 3 Official marking devices,8 34  Security of official marking devices
259,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158092,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 3 Official marking devices,8 35  Damaged or destroyed official marking devices
260,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158093,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 3 Official marking devices,8 36  Records of official marking devices manufactured
261,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158094,Chapter 8 Other matters relating to export,Part 2 Official marks,Division 3 Official marking devices,8 37  Records of official marking devices used destroyed or returned
262,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158095,Chapter 9 Powers and officials,Part 2 Official marks,Division 3 Official marking devices,
263,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158096,Chapter 9 Powers and officials,Part 1 Audits,Division 3 Official marking devices,
264,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158097,Chapter 9 Powers and officials,Part 1 Audits,Division 1 General,
265,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158098,Chapter 9 Powers and officials,Part 1 Audits,Division 1 General,9 1  References to audit in this Part
266,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158099,Chapter 9 Powers and officials,Part 1 Audits,Division 2 Conduct of audit,
267,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158100,Chapter 9 Powers and officials,Part 1 Audits,Division 2 Conduct of audit,9 2  Purpose of this Division
268,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158101,Chapter 9 Powers and officials,Part 1 Audits,Division 2 Conduct of audit,9 3  Manner in which audit must be conducted
269,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158102,Chapter 9 Powers and officials,Part 1 Audits,Division 2 Conduct of audit,9 4  Notice of non compliance with requirements
270,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158103,Chapter 9 Powers and officials,Part 1 Audits,Division 2 Conduct of audit,9 5  Audit reports
271,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158104,Chapter 9 Powers and officials,Part 2 Assessments,Division 2 Conduct of audit,
272,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158105,Chapter 9 Powers and officials,Part 2 Assessments,Division 1 General,
273,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158106,Chapter 9 Powers and officials,Part 2 Assessments,Division 1 General,9 6  References to assessment in this Part
274,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158107,Chapter 9 Powers and officials,Part 2 Assessments,Division 2 Carrying out assessments,
275,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158108,Chapter 9 Powers and officials,Part 2 Assessments,Division 2 Carrying out assessments,9 7  Circumstances in which assessment may be required or permitted
276,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158109,Chapter 9 Powers and officials,Part 2 Assessments,Division 2 Carrying out assessments,9 8  Process to be followed after assessment completed
277,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158110,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 2 Carrying out assessments,
278,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158111,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 1 Purpose of this Part,
279,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158112,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 1 Purpose of this Part,9 9  Purpose of this Part
280,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158113,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 2 Application for accreditation,
281,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158114,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 2 Application for accreditation,9 10  Requirements for accreditation
282,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158115,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 2 Application for accreditation,9 11  Application for accreditation
283,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158116,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 2 Application for accreditation,9 12  Secretary must decide whether to accredit veterinarian
284,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158117,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 2 Application for accreditation,9 13  Conditions of accreditation
285,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158118,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 2 Application for accreditation,9 14  Notice of accreditation
286,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158119,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 2 Application for accreditation,9 15  Period of effect of accreditation
287,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158120,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 3 Renewal of accreditation,
288,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158121,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 3 Renewal of accreditation,9 16  Application to renew accreditation
289,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158122,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 3 Renewal of accreditation,9 17  Secretary must decide whether to renew accreditation
290,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158123,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 4 Variation of accreditation,
291,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158124,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 4 Variation of accreditation,9 18  Application by accredited veterinarian
292,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158125,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 4 Variation of accreditation,9 19  Secretary may make variations in relation to accreditation
293,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158126,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 5 Suspension of accreditation,
294,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158127,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 5 Suspension of accreditation,9 20  Secretary may suspend accreditation of veterinarian in whole or in part
295,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158128,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 5 Suspension of accreditation,9 21  Notice and start of suspension
296,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158129,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 5 Suspension of accreditation,9 22  Revocation of suspension
297,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158130,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 5 Suspension of accreditation,9 23  Effect of suspension
298,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158131,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 6 Revocation of accreditation,
299,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158132,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 6 Revocation of accreditation,9 24  Secretary may revoke accreditation of veterinarian
300,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158133,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 6 Revocation of accreditation,9 25  Notice of revocation
301,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158134,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 7 Records and reports,
302,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158135,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 7 Records and reports,9 26  Records
303,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158136,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 7 Records and reports,9 27  Reports
304,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158137,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 8 Fit and proper persons,
305,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158138,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 8 Fit and proper persons,9 28  Fit and proper person test
306,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158139,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 9 Matters relating to applications,
307,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158140,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 9 Matters relating to applications,9 29  Applications to which this Division applies
308,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158141,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 9 Matters relating to applications,9 30  Requirements for applications
309,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158142,Chapter 9 Powers and officials,Part 3 Accredited veterinarians,Division 9 Matters relating to applications,9 31  Dealing with applications
310,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158143,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 9 Matters relating to applications,
311,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158144,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 1 Purpose of this Part,
312,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158145,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 1 Purpose of this Part,9 32  Purpose of this Part
313,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158146,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,
314,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158147,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,Subdivision AApproval of program of export operations
315,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158148,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,9 33  Application by exporter for approval of program of export operations
316,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158149,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,9 34  Assessment of application and Secretarys decision
317,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158150,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,9 35  Period of effect of approved export program
318,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158151,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,Subdivision BVariation of approved export program
319,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158152,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,9 36  Holder may apply for approval of variation of approved export program
320,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158153,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,9 37  Secretary may require holder to vary approved export program
321,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158154,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,9 38  When approved export program includes a variation
322,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158155,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,Subdivision CSuspension of approved export program
323,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158156,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,9 39  Holder may request suspension of approved export program
324,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158157,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,9 40  Request to revoke suspension
325,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158158,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,9 41  Secretary may suspend approved export program
326,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158159,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,Subdivision DRevocation of approved export program
327,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158160,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,9 42  Holder may request revocation of approved export program
328,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158161,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,9 43  Secretary may revoke approved export program
